ID,Binomial,Replicate,Included.in.LPR2024,Citation,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Country,All_countries,Region,IPBES_region,IPBES_subregion,Latitude,Longitude,Specific_location,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Native
15145,Amblyglyphidodon_curacao,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Amblyglyphidodon,curacao,NULL,Staghorn damselfish,"Mackay Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.050564,145.648793,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.7,46.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15147,Chromis_atripectoralis,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Chromis,atripectoralis,NULL,Black-axil chromis,"Thetford Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.805329,146.180256,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,57.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15149,Chromis_lepidolepis,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Chromis,lepidolepis,NULL,Scaly chromis,"Thetford Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.805329,146.180256,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,3.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15152,Chromis_ternatensis,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Chromis,ternatensis,NULL,Ternate chromis,"Hastings Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.522471,146.012715,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15153,Chromis_weberi,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Chromis,weberi,NULL,Weber's chromis,"Hastings Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.522471,146.012715,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15154,Chrysiptera_rex,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Chrysiptera,rex,NULL,King demoiselle,"Hastings Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.522471,146.012715,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.7,2.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15155,Chrysiptera_rollandi,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Chrysiptera,rollandi,NULL,Rolland's demoiselle,"Low Islands Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.390768,145.559529,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.3,8.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15156,Dascyllus_reticulatus,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Dascyllus,reticulatus,NULL,Reticulate dascyllus,"Hastings Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.522471,146.012715,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,7.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15157,Dischistodus_prosopotaenia,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Dischistodus,prosopotaenia,NULL,Honey-head damsel,"Mackay Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.050564,145.648793,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.7,5.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15158,Neoglyphidodon_nigroris,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Neoglyphidodon,nigroris,NULL,Black-and-gold chromis,"Low Islands Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.390768,145.559529,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.3,14.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15159,Neopomacentrus_azysron,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Neopomacentrus,azysron,NULL,Yellowtail demoiselle,"Hastings Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.522471,146.012715,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.3,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15160,Neopomacentrus_bankieri,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Neopomacentrus,bankieri,NULL,Chinese demoiselle,"Low Islands Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.390768,145.559529,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.7,15.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15162,Plectroglyphidodon_lacrymatus,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Plectroglyphidodon,lacrymatus,NULL,Whitespotted devil,"Hastings Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.522471,146.012715,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15163,Pomacentrus_adelus,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Pomacentrus,adelus,NULL,Obscure damsel,"Low Islands Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.390768,145.559529,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.3,32.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15164,Pomacentrus_bankanensis,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Pomacentrus,bankanensis,NULL,Speckled damselfish,"Hastings Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.522471,146.012715,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15166,Pomacentrus_bankanensis,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Pomacentrus,bankanensis,NULL,Speckled damselfish,"Thetford Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.805329,146.180256,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38,29.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15168,Pomacentrus_brachialis,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Pomacentrus,brachialis,NULL,Charcoal damsel,"Low Islands Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.390768,145.559529,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,22.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15171,Pomacentrus_coelestis,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Pomacentrus,coelestis,NULL,Neon damselfish,"Thetford Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.805329,146.180256,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,9.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15174,Pomacentrus_grammorhynchus,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Pomacentrus,grammorhynchus,NULL,Bluespot damsel,"Mackay Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.050564,145.648793,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15175,Pomacentrus_moluccensis,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Pomacentrus,moluccensis,NULL,Lemon damsel,"Low Islands Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.390768,145.559529,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,104.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15176,Pomacentrus_philippinus,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Pomacentrus,philippinus,NULL,Philippine damsel,"Hastings Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.522471,146.012715,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.3,19.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15177,Pomacentrus_wardi,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Pomacentrus,wardi,NULL,Ward's damsel,"Low Islands Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.390768,145.559529,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,18.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15178,Pomacentrus_wardi,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Pomacentrus,wardi,NULL,Ward's damsel,"Mackay Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.050564,145.648793,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
15179,Pomacentrus_philippinus,0,1,"Cheal, A. J., G. Coleman, et al. (2002). ""Responses of coral and fish assemblages to a severe but short-lived tropical cyclone on the Great Barrier Reef, Australia."" Coral Reefs 21: 131-142.",Actinopteri,Perciformes,Pomacentridae,Pomacentrus,philippinus,NULL,Philippine damsel,"Thetford Reef, Cairns, Great Barrier Reef",Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.805329,146.180256,1,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Tropical coral,Mean abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.7,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
