ID,Binomial,Replicate,Included.in.LPR2024,Citation,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Country,All_countries,Region,IPBES_region,IPBES_subregion,Latitude,Longitude,Specific_location,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Native
124367,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Proserpine-Sarina Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-21.09203,149.3839,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,NULL,281,NULL,NULL,0,NULL,390,1
124372,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Proserpine-Sarina Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-21.09203,149.3839,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,47,44,22,NULL,NULL,NULL,NULL,NULL,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NULL,0,1
124380,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Sunshine Coast-Gold Coast Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-27.20517,153.3375,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,0,1,10,0,90,8,0,1,2,58,1,1,40,21,12,4,179,2,1,4,2,29,3,55,127,495,37,86,1
124384,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Sunshine Coast-Gold Coast Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-27.20517,153.3375,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,0,6,NULL,0,0,0,0,NULL,NULL,NULL,0,0,1
124388,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Burnett-Curtis Coastal Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-25.10118,152.8141,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,243,238,200,166,198,138,160,91,140,120,0,19,58,149,44,24,66,1
124392,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Burnett-Curtis Coastal Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-25.10118,152.8141,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,1
124399,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Burnett-Curtis Coastal Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-25.10118,152.8141,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,37,6,75,0,4,7,2,2,6,0,55,141,5,57,1,5,8,8,1
124405,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Burnett-Curtis Coastal Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-25.10118,152.8141,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,18,6,5,0,3,0,2,0,0,0,5,45,2,0,0,0,3,0,1
124410,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Burnett-Curtis Hills and Ranges,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-24.22947,151.7723,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
124415,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Sunshine Coast-Gold Coast Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-27.20517,153.3375,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,29,34,12,6,73,61,66,130,43,72,105,141,191,77,132,242,80,147,148,71,231,154,203,184,1
124431,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Sunshine Coast-Gold Coast Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-27.20517,153.3375,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46,41,36,1
124434,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Sunshine Coast-Gold Coast Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-27.20517,153.3375,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
124437,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Proserpine-Sarina Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-21.09203,149.3839,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6,0,0,18,NULL,NULL,6,NULL,NULL,1
124443,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Proserpine-Sarina Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-21.09203,149.3839,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,34,35,0,NULL,0,64,NULL,95,NULL,0,NULL,120,NULL,NULL,0,NULL,25,1
124445,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Proserpine-Sarina Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-21.09203,149.3839,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,7,0,NULL,0,NULL,116,NULL,NULL,NULL,NULL,0,NULL,0,1
124448,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Proserpine-Sarina Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-21.09203,149.3839,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL,89,88,NULL,40,NULL,47,1
124453,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Townsville Plains,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-19.59936,147.3552,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,70,660,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
124461,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Townsville Plains,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-19.59936,147.3552,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
124464,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Proserpine-Sarina Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-21.09203,149.3839,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220,0,NULL,0,NULL,0,0,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,17,1
124470,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Burnett-Curtis Coastal Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-25.10118,152.8141,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,289,0,215,NULL,3,36,NULL,NULL,42,NULL,NULL,1
124477,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Sunshine Coast-Gold Coast Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-27.20517,153.3375,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,36,9,38,10,12,0,0,2,44,0,24,37,6,28,20,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
124489,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Karumba Plains,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.6887,140.4145,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
124497,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Burnett-Curtis Coastal Lowlands,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-25.10118,152.8141,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,765,NULL,NULL,88,NULL,NULL,0,12,110,NULL,0,NULL,NULL,84,0,0,471,0,0,4,NULL,52,NULL,0,NULL,72,1
124505,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Burnett-Curtis Hills and Ranges,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-24.22947,151.7723,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
124512,Calidris_ruficollis,0,1,"TSX (2023). The Australian Threatened Species Index (2023). Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland",Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,NULL,Red-necked Stint,Karumba Plains,Australia,Australia,Oceania,Asia and the Pacific,Oceania,-16.6887,140.4145,0,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,South Pacific Ocean,Unknown,Sample: abundance (counts),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,600,465,322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
